drug	pathway	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	mean					Curcumin
Sciadopitysin	KEGG_hsa04916	0.488725841	0.584522009	0.597452819	0.141830683	0.359494567	0.44300577	0.460500151	0.35951063	0.629830897	0.332986087	0.401600599	0.503584504	0.466552913	0.372808754	0.464837015	0.440482883					
Sciadopitysin	KEGG_hsa05223	0.630104959	0.710663855	0.730825126	0.235487059	0.592173696	0.676725447	0.71453023	0.631102502	0.784773111	0.636388183	0.640026569	0.661641479	0.627738714	0.55057472	0.70583123	0.635239125					
Sciadopitysin	KEGG_hsa04211	0.620383501	0.658878386	0.66628176	0.149929404	0.520718634	0.622188389	0.630767107	0.60185039	0.738437355	0.544143021	0.646212935	0.5678128	0.676997483	0.604758143	0.623072565	0.591495458					
Sciadopitysin	KEGG_hsa00260	0.310841203	0.114419878	0.158287436	0.017642025	0.208678693	0.063027218	0.183972418	0.123898841	0.320582002	0.125183091	0.136762664	0.167892069	0.093258403	0.069584586	0.209704489	0.153582334					
Sciadopitysin	KEGG_hsa04145	0.496905267	0.407382995	0.368272275	0.072622269	0.269853204	0.227330089	0.366122544	0.277157515	0.483541548	0.274772257	0.373870105	0.337643594	0.248074159	0.328493446	0.258503258	0.319369635					
Sciadopitysin	KEGG_hsa00760	0.173568234	0.119644515	0.096788235	0.017755857	0.094031744	0.088876009	0.198416352	0.085156254	0.123537607	0.082331583	0.081954524	0.17823042	0.028403761	0.10290245	0.232236817	0.113588957					
Sciadopitysin	KEGG_hsa05140	0.657865644	0.743956685	0.772451282	0.319784403	0.678349614	0.734997451	0.749568343	0.719274521	0.791548193	0.561813951	0.670542777	0.702539146	0.739921093	0.557010055	0.728748441	0.675224773					
Sciadopitysin	KEGG_hsa04932	0.832053006	0.812063575	0.770900905	0.24910666	0.662689567	0.796908379	0.821496725	0.757673442	0.806940734	0.593557596	0.791108608	0.765999556	0.811957955	0.712475002	0.782892168	0.731188259					
Sciadopitysin	KEGG_hsa00830	0.471118897	0.594474792	0.627032518	0.110346667	0.40867579	0.503322959	0.556904495	0.464118153	0.603662848	0.273991793	0.53041786	0.515046954	0.402709574	0.291949511	0.436391562	0.452677625					
Sciadopitysin	KEGG_hsa04920	0.598143756	0.692682564	0.643973053	0.172894642	0.530613482	0.611486554	0.653484881	0.608174562	0.701226354	0.529396057	0.67049861	0.59885031	0.654456675	0.465379506	0.626415372	0.583845092					
Sciadopitysin	KEGG_hsa00970	0.207353905	0.103714049	0.159809172	0.04416826	0.111575484	0.061040986	0.1554766	0.102286875	0.172366947	0.057091799	0.120997436	0.188713983	0.104158945	0.182121843	0.254223347	0.135006642					
Sciadopitysin	KEGG_hsa05222	0.613482535	0.728812397	0.737788975	0.194078386	0.644081891	0.710244298	0.718722403	0.649351478	0.727305651	0.533767521	0.733840048	0.613646269	0.642555475	0.645904303	0.686354578	0.638662414					
Sciadopitysin	KEGG_hsa04540	0.514585435	0.534023523	0.603023469	0.097915091	0.346982509	0.446133286	0.522277892	0.521917403	0.585988462	0.382780612	0.567738116	0.455264121	0.475874186	0.531453907	0.449199051	0.469010471					
Sciadopitysin	KEGG_hsa04623	0.366134971	0.484733194	0.640069723	0.084470071	0.422258615	0.528894961	0.556040823	0.479018599	0.557606876	0.388323516	0.519866586	0.505792618	0.503603935	0.362617701	0.506432056	0.46039095					
Sciadopitysin	KEGG_hsa04261	0.413237631	0.57877183	0.558214009	0.120805815	0.524115145	0.494460046	0.539099097	0.454881847	0.667463541	0.319010466	0.463679343	0.517425179	0.568025231	0.432242066	0.429999024	0.472095351					
Sciadopitysin	KEGG_hsa04630	0.643947661	0.70782572	0.680445731	0.220360622	0.578324676	0.560519874	0.732688963	0.653137505	0.728860557	0.413656354	0.650802255	0.61861223	0.548566461	0.51607728	0.688172936	0.596133255					
Sciadopitysin	KEGG_hsa04014	0.749901533	0.72903198	0.729765475	0.17109473	0.674552977	0.652661383	0.616652906	0.648819327	0.768427551	0.497813523	0.707692981	0.637942672	0.71868819	0.655489028	0.687180221	0.643047632					
Sciadopitysin	KEGG_hsa00600	0.213190243	0.16874671	0.096612282	0.026543509	0.161800176	0.141078532	0.182796627	0.072584383	0.166486368	0.141067371	0.051627669	0.123048514	0.090004571	0.172736347	0.128997296	0.129154706					
Sciadopitysin	KEGG_hsa04151	0.869382679	0.849116862	0.780949771	0.33804813	0.762473524	0.826324463	0.837212145	0.811498225	0.882904053	0.631285548	0.793840766	0.737563074	0.746200442	0.719593883	0.818919361	0.760354195					
Sciadopitysin	KEGG_hsa04066	0.726110697	0.780047774	0.70463109	0.310319066	0.625901163	0.769201577	0.721617281	0.705971777	0.820183575	0.601333976	0.671626151	0.709110558	0.686635017	0.520593405	0.673111618	0.668426315					
Sciadopitysin	KEGG_hsa00520	0.160398081	0.159822419	0.215664312	0.013672896	0.186529458	0.139308736	0.174236834	0.047943737	0.166529253	0.081246257	0.16708301	0.13282752	0.052184045	0.137845293	0.158272594	0.132904296					
Sciadopitysin	KEGG_hsa00604	0.042594839	0.063184977	0.066757441	0.026820822	0.107356519	0.078226089	0.136753336	0.021733232	0.080999538	0.109578416	0.036680032	0.101945557	0.054357879	0.151158392	0.067368038	0.076367674					
Sciadopitysin	KEGG_hsa05220	0.71010673	0.769100547	0.761878908	0.263034433	0.652732015	0.727162659	0.732993543	0.705205441	0.788364947	0.618438244	0.724209189	0.704649985	0.725324273	0.68184036	0.737635493	0.686845118					
Sciadopitysin	KEGG_hsa01521	0.666089594	0.699496329	0.708361447	0.266882926	0.612545013	0.718163908	0.777604759	0.661091864	0.825978756	0.684188724	0.692977786	0.700038314	0.712796569	0.561915457	0.642827332	0.662063919					
Sciadopitysin	KEGG_hsa05034	0.493085533	0.491468132	0.428435951	0.094495073	0.408647656	0.401748985	0.417494833	0.340597302	0.56805861	0.27160731	0.42704004	0.45460546	0.47416839	0.282321453	0.550862134	0.406975791					
Sciadopitysin	KEGG_hsa00100	0.100148708	0.229265556	0.195801422	0.038304418	0.1497778	0.208700806	0.215192258	0.081406295	0.254333198	0.152095735	0.177205041	0.200926334	0.111149877	0.213184476	0.188511848	0.167733585					
Sciadopitysin	KEGG_hsa00561	0.14640896	0.215699181	0.147493526	0.027636165	0.181082502	0.234955952	0.220498309	0.140131116	0.306896389	0.139981836	0.101109251	0.171251446	0.113655902	0.086193509	0.213128239	0.163074819					
Sciadopitysin	KEGG_hsa01200	0.27320832	0.404629618	0.267095089	0.046674438	0.195445657	0.18024458	0.172945023	0.23448512	0.431401998	0.081454702	0.265351027	0.223955259	0.256287307	0.190031335	0.153396875	0.22510709					
Sciadopitysin	KEGG_hsa04080	0.395298898	0.534107864	0.625664592	0.090676971	0.359859079	0.53469187	0.414778233	0.538549662	0.641708672	0.283998132	0.526022255	0.449127823	0.419377863	0.388155729	0.455374658	0.443826153					
Sciadopitysin	KEGG_hsa03030	0.174037531	0.213811323	0.181964234	0.021088202	0.140387937	0.153414428	0.177422836	0.128225297	0.148780882	0.143680215	0.192592368	0.130077466	0.106444664	0.159857318	0.211733401	0.15223454					
Sciadopitysin	KEGG_hsa04062	0.636542439	0.725773036	0.720966458	0.225457653	0.683713019	0.768301249	0.593124151	0.663464725	0.78750217	0.566257775	0.697072506	0.661944687	0.677212834	0.702330947	0.726112783	0.655718429					
Sciadopitysin	KEGG_hsa03410	0.110705726	0.254384011	0.200125158	0.01732837	0.179953083	0.100417867	0.191261366	0.055001706	0.162620902	0.133558244	0.134051278	0.108819783	0.108644813	0.105150223	0.268367738	0.142026018					
Sciadopitysin	KEGG_hsa04921	0.554860175	0.65203166	0.615464926	0.169460595	0.461492807	0.650292158	0.687894762	0.563620687	0.67989397	0.390569061	0.62496537	0.573232591	0.571040213	0.594904065	0.525171399	0.554326296					
Sciadopitysin	KEGG_hsa04911	0.285922885	0.385501683	0.350257069	0.059611946	0.324688405	0.336381316	0.296805054	0.187817335	0.344610035	0.199100226	0.33246392	0.365336984	0.380815417	0.201484129	0.239080638	0.285991803					
Sciadopitysin	KEGG_hsa05231	0.620081902	0.677034438	0.735120237	0.18881911	0.566929758	0.613333464	0.663912058	0.63278681	0.723655522	0.440022409	0.724726379	0.682326198	0.542845488	0.539587796	0.658238471	0.600628002					
Sciadopitysin	KEGG_hsa00062	0.084788233	0.159186542	0.236514598	0.079563171	0.171407625	0.175873965	0.21913223	0.101158097	0.198323265	0.142072946	0.161061287	0.114815541	0.157500669	0.097159825	0.346261829	0.162987988					
Sciadopitysin	KEGG_hsa04210	0.789743781	0.835966349	0.865420103	0.348279178	0.747109473	0.834872544	0.817289352	0.824494064	0.873651147	0.684453249	0.82089293	0.827547789	0.822494805	0.711504579	0.837909162	0.776108567					
Sciadopitysin	KEGG_hsa05168	0.775206447	0.745834768	0.788295269	0.246988013	0.637575626	0.671202838	0.733352542	0.661432028	0.798324227	0.515612721	0.763397872	0.688015938	0.661757171	0.720435202	0.773183525	0.678707613					
Sciadopitysin	KEGG_hsa04110	0.46518296	0.646775842	0.620756567	0.118395448	0.428794384	0.537429929	0.440892547	0.516274154	0.644149184	0.3423765	0.492575526	0.515069187	0.522575676	0.403174609	0.537220836	0.482109557					
Sciadopitysin	KEGG_hsa05215	0.746274054	0.757108927	0.803721309	0.253763855	0.687884927	0.732900798	0.787606418	0.717217922	0.815863967	0.740227222	0.72450006	0.721859634	0.727162719	0.61046201	0.754408419	0.705397483					
Sciadopitysin	KEGG_hsa05144	0.560486972	0.675643623	0.641245365	0.16051729	0.489636689	0.619544506	0.626939058	0.643082142	0.77756542	0.470680356	0.628792226	0.606364369	0.59996438	0.488163739	0.58138907	0.571334347					
Sciadopitysin	KEGG_hsa04114	0.412604421	0.555749476	0.51570338	0.073362194	0.432898819	0.415697008	0.38524279	0.51681608	0.637700975	0.357433736	0.371377975	0.473570973	0.523048043	0.31045419	0.551194787	0.435523657					
Sciadopitysin	KEGG_hsa04728	0.45701167	0.531616807	0.552461684	0.100233592	0.465217143	0.509432852	0.56211257	0.466254294	0.620708227	0.394352078	0.491200417	0.464059472	0.442509562	0.364331573	0.568784535	0.466019098					
Sciadopitysin	KEGG_hsa00534	0.11337366	0.157580897	0.109440289	0.011239674	0.162171572	0.073116392	0.152169347	0.131584689	0.080645718	0.150490955	0.167661682	0.11274416	0.078145012	0.101618737	0.231863067	0.12225639					
Sciadopitysin	KEGG_hsa04917	0.660259306	0.722760081	0.706569493	0.231734753	0.72586441	0.757486522	0.689704239	0.669570565	0.783421934	0.6111449	0.694981873	0.676369965	0.700862825	0.542032361	0.724658906	0.659828142					
Sciadopitysin	KEGG_hsa04340	0.220687777	0.233441085	0.241865292	0.036253348	0.198603377	0.17301318	0.265173674	0.092067935	0.33761242	0.080892153	0.224682122	0.183247209	0.153896555	0.204870194	0.155204043	0.186767358					
Sciadopitysin	KEGG_hsa05146	0.718634486	0.767767429	0.725617945	0.207835063	0.575506032	0.699442208	0.672240794	0.681866467	0.805664301	0.567736626	0.755728006	0.682327747	0.674947083	0.575004578	0.645150065	0.650364589					
Sciadopitysin	KEGG_hsa00983	0.444309354	0.474681258	0.380486578	0.070220895	0.391891688	0.389258981	0.371632934	0.26954788	0.469143271	0.237265393	0.376036912	0.258485615	0.184695229	0.263588816	0.311846852	0.32620611					
Sciadopitysin	KEGG_hsa05164	0.718903661	0.875478745	0.821479619	0.363532573	0.813245535	0.812404573	0.888326645	0.759654701	0.820513248	0.770037889	0.771448553	0.815666199	0.804564297	0.660573244	0.88279134	0.771908055					
Sciadopitysin	KEGG_hsa04390	0.316343606	0.55752635	0.489102453	0.073678754	0.391777754	0.345110863	0.462689191	0.399789453	0.545578897	0.227429792	0.345503122	0.381248832	0.363152832	0.33981809	0.473778456	0.38083523					
Sciadopitysin	KEGG_hsa04933	0.763005793	0.840606749	0.822923839	0.315419614	0.707130253	0.829228342	0.834308147	0.830916166	0.877300978	0.714370906	0.832740963	0.772849858	0.79589963	0.777305067	0.775815547	0.765988123					
Sciadopitysin	KEGG_hsa05152	0.859113634	0.835744798	0.836564422	0.285019904	0.750743032	0.773620963	0.834848583	0.780833185	0.864950836	0.733939826	0.793235958	0.756369054	0.840384185	0.676588356	0.794120729	0.761071831					
Sciadopitysin	KEGG_hsa04144	0.483195215	0.38925916	0.437736392	0.034347635	0.39611423	0.392088473	0.363357097	0.315359652	0.528436601	0.213372707	0.432420462	0.304596692	0.439540714	0.40378046	0.374192536	0.367186535					
Sciadopitysin	KEGG_hsa01523	0.4903166	0.595906436	0.609486759	0.121853501	0.415549695	0.538797438	0.592541814	0.492950529	0.64604485	0.355745494	0.535918355	0.500823855	0.591831684	0.352024913	0.54427135	0.492270885					
Sciadopitysin	KEGG_hsa01524	0.666894674	0.733938456	0.7844643	0.260365963	0.669879198	0.739264488	0.708980978	0.712393105	0.820994079	0.538511038	0.704583406	0.702534616	0.695536315	0.639497638	0.703653157	0.672099427					
Sciadopitysin	KEGG_hsa00190	0.452473372	0.291751891	0.397786587	0.037120946	0.248904064	0.219272211	0.426582515	0.313450724	0.382585377	0.170761645	0.366479307	0.256920815	0.251800537	0.227666169	0.348075926	0.292775473					
Sciadopitysin	KEGG_hsa04975	0.195048407	0.211366132	0.187750027	0.016098659	0.178950995	0.174036875	0.23510538	0.112670168	0.205311507	0.125853375	0.198990747	0.16645433	0.17111063	0.108427025	0.21792832	0.167006839					
Sciadopitysin	KEGG_hsa03022	0.123395242	0.133118168	0.226305977	0.016282165	0.092913605	0.12341287	0.280449271	0.089807548	0.146829784	0.11191576	0.139123976	0.140541062	0.129686624	0.116040066	0.16768308	0.13583368					
Sciadopitysin	KEGG_hsa04659	0.714022994	0.765058815	0.771801591	0.208643481	0.592970908	0.689360559	0.79724735	0.752156079	0.808989823	0.629015088	0.695826113	0.724499166	0.714255273	0.586345077	0.820503592	0.684713061					
Sciadopitysin	KEGG_hsa00140	0.430431485	0.647671759	0.629179478	0.209967926	0.485025823	0.440133661	0.612352371	0.468008876	0.675613344	0.325296432	0.612158477	0.477033913	0.426442564	0.348489851	0.42528826	0.480872948					
Sciadopitysin	KEGG_hsa05033	0.203252643	0.262293607	0.285645425	0.071715012	0.168498442	0.260181189	0.273005486	0.234529898	0.24464719	0.264247358	0.370062262	0.195017338	0.130665153	0.152261168	0.198614925	0.220975806					
Sciadopitysin	KEGG_hsa04971	0.28966555	0.230603784	0.229354084	0.043533519	0.206894398	0.237929761	0.30151701	0.154426843	0.375419378	0.133767873	0.288455307	0.202683657	0.274199218	0.223162383	0.236778885	0.228559443					
Sciadopitysin	KEGG_hsa04514	0.337940276	0.455086589	0.401257604	0.042497329	0.372981399	0.34797737	0.367680758	0.275221199	0.385481805	0.247775823	0.404877901	0.42652446	0.257551253	0.277023375	0.325083375	0.328330701					
Sciadopitysin	KEGG_hsa00250	0.178978577	0.16013661	0.142593026	0.017375834	0.141631603	0.098273367	0.204331949	0.120845489	0.271576256	0.065335743	0.119097866	0.078276403	0.099952579	0.089556396	0.143609598	0.12877142					
Sciadopitysin	KEGG_hsa04668	0.75890851	0.823528051	0.819544792	0.371687919	0.719647944	0.814784825	0.836448312	0.788934648	0.843096673	0.754629374	0.769795775	0.820413649	0.774183869	0.666801929	0.851397634	0.76092026					
Sciadopitysin	KEGG_hsa04720	0.509649038	0.548844635	0.633396685	0.117833786	0.536294878	0.433089346	0.532706141	0.453985035	0.647878945	0.293012321	0.509841383	0.548286498	0.431167006	0.470276147	0.371643066	0.469193661					
Sciadopitysin	KEGG_hsa05224	0.782499254	0.757623434	0.743422747	0.205416769	0.645503998	0.729010701	0.696130812	0.652166009	0.746445954	0.476033151	0.703982234	0.698661685	0.700901926	0.538454711	0.69805944	0.651620855					
Sciadopitysin	KEGG_hsa04658	0.666762531	0.730262876	0.716874242	0.244143113	0.596994996	0.617141485	0.77128315	0.644291699	0.725244462	0.505585253	0.660748839	0.630922794	0.606875539	0.541491449	0.7337569	0.626158622					
Sciadopitysin	KEGG_hsa00740	0.102077648	0.095824324	0.079111919	0.031996671	0.087730609	0.056707036	0.098641127	0.024124557	0.066354915	0.276556611	0.134443954	0.077607557	0.03960805	0.081394099	0.09116815	0.089556482					
Sciadopitysin	KEGG_hsa05323	0.60422647	0.721357524	0.717739344	0.209852904	0.543188989	0.680608153	0.592544317	0.642643511	0.68738544	0.517470419	0.715737343	0.665378153	0.61501807	0.465808064	0.597199678	0.598410559					
Sciadopitysin	KEGG_hsa04213	0.483942181	0.575661302	0.650347829	0.104471587	0.542719543	0.504474282	0.461649209	0.519781768	0.585057616	0.376572877	0.500040114	0.448446244	0.521682203	0.45228824	0.50685811	0.482266207					
Sciadopitysin	KEGG_hsa03420	0.105333343	0.160524175	0.161361113	0.008998627	0.113570303	0.068928748	0.156485736	0.108174458	0.129564852	0.089343622	0.132856429	0.157729372	0.071159758	0.13452737	0.272475511	0.124735561					
Sciadopitysin	KEGG_hsa04721	0.247963965	0.143025205	0.154872596	0.00935833	0.203752711	0.111525103	0.21607095	0.106718257	0.143203035	0.196917236	0.118132025	0.183686584	0.07982333	0.192028224	0.241303727	0.156558752					
Sciadopitysin	KEGG_hsa00380	0.244812652	0.491471678	0.412469953	0.030353036	0.227483958	0.310796857	0.366597742	0.439838648	0.352752298	0.227225378	0.315598637	0.292840809	0.229485482	0.107879423	0.247560814	0.286477824					
Sciadopitysin	KEGG_hsa04146	0.179050416	0.323406368	0.398630083	0.0367449	0.247629151	0.306021661	0.397825778	0.240550846	0.40690434	0.071927369	0.228583708	0.340189308	0.260419548	0.219504014	0.191580206	0.256597846					
Sciadopitysin	KEGG_hsa03008	0.235083207	0.171269372	0.214631334	0.029724687	0.216250136	0.19892168	0.268229097	0.13650994	0.207576409	0.122934923	0.339689374	0.135661751	0.121491827	0.214183152	0.100897186	0.180870272					
Sciadopitysin	KEGG_hsa05110	0.244485065	0.202446029	0.169777274	0.019592136	0.188318625	0.146593168	0.219875023	0.143402457	0.194057912	0.122232176	0.143806666	0.085246213	0.122103073	0.132446006	0.228608757	0.157532705					
Sciadopitysin	KEGG_hsa00510	0.092470296	0.108867176	0.117929764	0.027567508	0.187543601	0.132715449	0.200223863	0.075138785	0.130106047	0.073694669	0.098528624	0.133400574	0.053243618	0.143245071	0.129380271	0.113603688					
Sciadopitysin	KEGG_hsa05160	0.744549751	0.844282448	0.783654749	0.223108292	0.63072139	0.708340764	0.737086654	0.694236577	0.760974467	0.740217209	0.735908031	0.741527379	0.723874331	0.623255134	0.780305862	0.698136202					
Sciadopitysin	KEGG_hsa00220	0.096038274	0.285731763	0.195714325	0.041592434	0.163713679	0.154953003	0.200795159	0.153349996	0.258797586	0.142350331	0.128595233	0.104250945	0.140283659	0.115840033	0.172110572	0.156941133					
Sciadopitysin	KEGG_hsa04973	0.131802946	0.285292655	0.269021183	0.029228866	0.177761346	0.215568334	0.437530398	0.175444409	0.346810222	0.1592917	0.276643157	0.150538951	0.198782131	0.233352274	0.300073564	0.225809476					
Sciadopitysin	KEGG_hsa04915	0.729515612	0.659225225	0.68629384	0.145139307	0.56513083	0.697116494	0.715940893	0.626015902	0.767999232	0.561550975	0.655649304	0.64549619	0.606783688	0.523975194	0.654161632	0.615999621					
Sciadopitysin	KEGG_hsa04614	0.187122867	0.082760483	0.165037423	0.027961098	0.156090677	0.17984958	0.204452872	0.124751173	0.21553576	0.074638061	0.131232232	0.142213434	0.060349163	0.164730757	0.1429943	0.137314659					
Sciadopitysin	KEGG_hsa05321	0.618971288	0.707609713	0.719821036	0.229555562	0.506402016	0.65098983	0.726299942	0.644260168	0.756080687	0.622299254	0.662696958	0.616025805	0.59569037	0.498818994	0.700683057	0.617080312					
Sciadopitysin	KEGG_hsa04510	0.750764489	0.73717773	0.688454747	0.197463647	0.642126679	0.706949592	0.747315526	0.730909944	0.777493238	0.420546144	0.675461411	0.688420653	0.718475819	0.5135988	0.695339859	0.646033219					
Sciadopitysin	KEGG_hsa00860	0.229938015	0.37234062	0.26291877	0.063331477	0.251025349	0.281870186	0.490744919	0.22662583	0.369426519	0.239038736	0.38854152	0.379155874	0.226020455	0.29018423	0.302111477	0.291551598					
Sciadopitysin	KEGG_hsa04620	0.754263401	0.734174728	0.829077542	0.377071917	0.706818342	0.78124398	0.824778914	0.727871537	0.881980121	0.762098312	0.768782437	0.806350231	0.79171735	0.761865437	0.835623682	0.756247862					
Sciadopitysin	KEGG_hsa03050	0.133355856	0.162883922	0.150148958	0.026135283	0.157759771	0.174181193	0.169628635	0.111713961	0.302527726	0.257948518	0.144725963	0.186759621	0.174329326	0.197629139	0.246760443	0.173099221					
Sciadopitysin	KEGG_hsa05143	0.486086875	0.601659656	0.717504501	0.162901476	0.480085552	0.597537458	0.617587924	0.51983422	0.639667094	0.480426013	0.595721483	0.556108117	0.450266361	0.394133925	0.577476799	0.525133164					
Sciadopitysin	KEGG_hsa04931	0.693731904	0.777347445	0.662220597	0.266140282	0.605926335	0.676561654	0.651175499	0.675919056	0.765763402	0.545766413	0.642130017	0.628709614	0.659748137	0.554506123	0.668832362	0.631631923					
Sciadopitysin	KEGG_hsa04071	0.756558597	0.798213959	0.730013192	0.225222394	0.661297858	0.76055491	0.753626108	0.713145137	0.810421407	0.605075121	0.690091491	0.720835805	0.723223865	0.658966303	0.737230718	0.689631791					
Sciadopitysin	KEGG_hsa04919	0.682411373	0.724951327	0.733763576	0.235075459	0.600449622	0.631437123	0.700293601	0.608976483	0.773300111	0.351763874	0.662021041	0.655567408	0.661043227	0.485796481	0.709701717	0.614436828					
Sciadopitysin	KEGG_hsa05230	0.59832406	0.658825397	0.688153625	0.126862496	0.537918985	0.596156597	0.623330474	0.535119951	0.659539402	0.356306911	0.607815683	0.586246729	0.624224305	0.403737694	0.636558473	0.549274719					
Sciadopitysin	KEGG_hsa05202	0.638989508	0.635451317	0.652701855	0.232893959	0.478439003	0.598955393	0.676390409	0.570872605	0.686359823	0.289117068	0.579734385	0.497843713	0.558734119	0.516898215	0.502030134	0.541027434					
Sciadopitysin	KEGG_hsa00770	0.092523232	0.108146407	0.060530365	0.010836824	0.096845552	0.066479288	0.15289177	0.068566322	0.167560443	0.071013391	0.157867149	0.109672621	0.045963552	0.095947102	0.158154026	0.097533203					
Sciadopitysin	KEGG_hsa00562	0.115297772	0.199696288	0.222847208	0.029841503	0.228414878	0.129439712	0.19676441	0.134904534	0.289029658	0.176520109	0.342418134	0.206363723	0.101771116	0.204389974	0.269981414	0.189845362					
Sciadopitysin	KEGG_hsa04550	0.617302775	0.675945818	0.603049219	0.166527227	0.55485028	0.51073736	0.675199568	0.600031972	0.71259582	0.42162478	0.584562182	0.526215374	0.564594924	0.57858026	0.714529037	0.567089773					
Sciadopitysin	KEGG_hsa04972	0.247269437	0.249093652	0.233786449	0.03498945	0.218181938	0.279863805	0.230742723	0.227005139	0.412663937	0.222989142	0.313722789	0.274293482	0.204912543	0.234982058	0.278775275	0.244218121					
Sciadopitysin	KEGG_hsa04392	0.13981846	0.133386865	0.09032236	0.026974838	0.188555375	0.115221202	0.237594485	0.075998046	0.172474489	0.088833034	0.179697946	0.122020088	0.066216342	0.160173342	0.221115723	0.134560173					
Sciadopitysin	KEGG_hsa05020	0.542761385	0.582873464	0.652060568	0.135038629	0.502119243	0.582665145	0.565550029	0.598377287	0.713009477	0.456157982	0.566961169	0.591354072	0.53222847	0.356107473	0.528599918	0.527057621					
Sciadopitysin	KEGG_hsa00512	0.090628028	0.070482142	0.111001983	0.020178892	0.190268457	0.075295269	0.113865599	0.067776389	0.08241336	0.108462386	0.067577004	0.158818573	0.049163371	0.151569933	0.140947863	0.099896617					
Sciadopitysin	KEGG_hsa04666	0.504901826	0.496216089	0.543147743	0.118665479	0.500635922	0.480401248	0.482693493	0.365563929	0.594572008	0.313459724	0.476280063	0.504479825	0.409657747	0.301483482	0.541774094	0.442262178					
Sciadopitysin	KEGG_hsa04925	0.32054624	0.343096733	0.396308333	0.059976894	0.363260984	0.289823383	0.320939153	0.323608071	0.462212712	0.224357739	0.352720201	0.271335453	0.306288749	0.351498663	0.285988092	0.311464093					
Sciadopitysin	KEGG_hsa04216	0.318169951	0.362472057	0.524208307	0.052655213	0.296949029	0.323407471	0.29999584	0.236694634	0.504814923	0.105062582	0.325124919	0.38622728	0.333904088	0.168063149	0.299132586	0.302458802					
Sciadopitysin	KEGG_hsa03010	0.331370085	0.270113498	0.209271878	0.069045663	0.222660497	0.229325935	0.272602886	0.256062984	0.331507504	0.103711389	0.353613406	0.294927537	0.136271253	0.365517884	0.244262189	0.246017639					
Sciadopitysin	KEGG_hsa00061	0.164319009	0.127602249	0.110880338	0.016553147	0.187866792	0.095961668	0.296420574	0.08025185	0.278416991	0.11626599	0.171676189	0.159612477	0.074626245	0.107468985	0.183726594	0.144776606					
Sciadopitysin	KEGG_hsa00480	0.494261682	0.432606161	0.448537022	0.056141496	0.344721645	0.428283244	0.314186275	0.255915731	0.543981969	0.238947928	0.385438412	0.385715634	0.243452385	0.273664325	0.463840783	0.353979646					
Sciadopitysin	KEGG_hsa05211	0.677229583	0.741340041	0.648861766	0.146653667	0.614962101	0.580815732	0.681644976	0.663080871	0.687251985	0.419053257	0.613248169	0.651577115	0.472083449	0.532193542	0.566286206	0.579752164					
Sciadopitysin	KEGG_hsa04912	0.637993395	0.685502052	0.667315245	0.126884565	0.521440268	0.577534378	0.688583672	0.612613916	0.650326073	0.500952899	0.626423717	0.559869707	0.542945206	0.519439697	0.593537569	0.567424157					
Sciadopitysin	KEGG_hsa04918	0.177384228	0.394979268	0.344759494	0.045084491	0.287881911	0.213350296	0.224102199	0.23829329	0.45986113	0.207458541	0.374108404	0.351543039	0.292779326	0.171442986	0.277501851	0.27070203					
Sciadopitysin	KEGG_hsa04725	0.546359479	0.576932967	0.590965629	0.135181844	0.564289749	0.589691758	0.628132701	0.517184615	0.701370239	0.462986588	0.588207364	0.548114061	0.558322072	0.486139089	0.568154514	0.537468845					
Sciadopitysin	KEGG_hsa04320	0.396165282	0.456326902	0.440318584	0.110565089	0.41558665	0.370333493	0.418341458	0.335704029	0.419659317	0.297328442	0.456316531	0.416310698	0.418861866	0.188370928	0.389495432	0.368645647					
Sciadopitysin	KEGG_hsa04750	0.463186562	0.519543529	0.556250989	0.12076547	0.397425026	0.496425271	0.512848854	0.489762247	0.613643587	0.329945654	0.603573799	0.43132472	0.452357501	0.460352331	0.541330814	0.465915757					
Sciadopitysin	KEGG_hsa04015	0.654182732	0.656856775	0.688909113	0.265394062	0.582130551	0.670604944	0.585504115	0.628477454	0.727791369	0.513428092	0.695611179	0.589971542	0.614446163	0.657543004	0.681842387	0.614179566					
Sciadopitysin	KEGG_hsa03450	0.124489985	0.072111286	0.153525963	0.009558004	0.120769054	0.09671285	0.100921214	0.092741378	0.094952419	0.070760988	0.216226757	0.066254884	0.076932624	0.113067031	0.229579598	0.109240269					
Sciadopitysin	KEGG_hsa05169	0.722844779	0.772873044	0.768004715	0.203808606	0.615534008	0.68716681	0.780667961	0.66479671	0.769308984	0.63004005	0.663891494	0.673182368	0.705278039	0.718949378	0.732294559	0.673909434					
Sciadopitysin	KEGG_hsa04012	0.669758916	0.737292528	0.689100921	0.294051975	0.659034252	0.630947351	0.70979023	0.629177213	0.746179938	0.509631515	0.638388932	0.61964184	0.648538411	0.580962718	0.72451663	0.632467558					
Sciadopitysin	KEGG_hsa04974	0.287193298	0.326858908	0.280138552	0.066486672	0.202925891	0.235825792	0.253644884	0.145219088	0.285384238	0.150338173	0.304492682	0.213975206	0.147031069	0.202062309	0.25408864	0.223711027					
Sciadopitysin	KEGG_hsa05130	0.20024702	0.187359273	0.257087708	0.042938191	0.182636499	0.26839292	0.311316907	0.167174578	0.315629721	0.249926642	0.357078165	0.138678759	0.152754128	0.298903465	0.129100114	0.217281606					
